word,sentences,majority voted complexity label,complex_percentage,str_idx,end_idx
بازنشسته,محمد علی نجفی آموزش و پرورش: عضو هیأت علمی بازنشسته دانشکده ریاضی و علوم کامپیوتر دانشگاه صنعتی شریف است که برای ادامه تحصیل به آمریکا رفت و در موسسه فناوری ماساچوست ام آی تی دوره کاشناسی ارشد را طی کرد ولی به جهت فعالیت‌های مربوط به پشتیبانی از حرکت انقلاب اسلامی در ایران دوره دکتری خود را ناتمام گذاشته و به ایران بازگشت.,0,40,43,50
حضرات,علی جنتی فرهنگ و ارشاد اسلامی: جنتی پس از گذراندن دوران متوسطه و دبیرستان با آغاز به کار مدرسه علمیه منتظریه حقانی که بنیانگذاران آن شهید آیت‌الله دکتر بهشتی، شهید قدوسی و جمعی از استادان حوزه علمیه قم بودند، تحصیلات حوزوی خود را آغاز کرد و به مدت ۱۰ سال از محضر استادان بزرگ حوزه در زمینه ادبیات عرب، منطق، فلسفه، اقتصاد اسلامی و فقه و اصول بهره گرفت و پس از پایان سطح، دروس خارج فقه و اصول را نزد حضرات آیات شبیری زنجانی، یوسف صانعی و آذری قمی گذراند.,1,60,399,403
فرهنگ,علی جنتی فرهنگ و ارشاد اسلامی: جنتی پس از گذراندن دوران متوسطه و دبیرستان با آغاز به کار مدرسه علمیه منتظریه حقانی که بنیانگذاران آن شهید آیت‌الله دکتر بهشتی، شهید قدوسی و جمعی از استادان حوزه علمیه قم بودند، تحصیلات حوزوی خود را آغاز کرد و به مدت ۱۰ سال از محضر استادان بزرگ حوزه در زمینه ادبیات عرب، منطق، فلسفه، اقتصاد اسلامی و فقه و اصول بهره گرفت و پس از پایان سطح، دروس خارج فقه و اصول را نزد حضرات آیات شبیری زنجانی، یوسف صانعی و آذری قمی گذراند.,0,20,9,13
استاد,پس از پایان تحصیلات دانشگاهی به عضویت هیأت علمی دانشکده صدا و سیما در آمده و همزمان در مراکز دانشگاهی دیگر نظیر پژوهشکده امام خمینی و انقلاب اسلامی، دانشکده الهیات دانشگاه تهران، دانشگاه امام صادق، دانشگاه مذاهب اسلامی، دانشگاه آزاد و دانشکده علوم حدیث به تدریس پرداخته و طی چند سال به عنوان استاد نمونه و ممتاز دانشکده صدا و سیما شناخته‌شده است.,1,100,292,296
منفرد,جعفر میلی منفرد علوم، تحقیقات و فناوری: میلی منفرد استاد دانشگاه صنعتی امیرکبیر و دارای مدرک دکتری در رشته برق است.,0,40,10,14
چشم,سیدحسن قاضی‌زاده هاشمی بهداشت، درمان و آموزش پزشکی: سید حسن قاضی‌زاده هاشمی جراح و متخصص چشم پزشکی، فوق تخصص قرنیه و سگمان قدامی و استاد دانشگاه علوم پزشکی تهران است.,0,20,89,91
استادیار,ربیعی هم‌اکنون عضو هیات علمی دانشگاه پیام نور در مرتبه دانشیار و عضو هیات علمی موسسه آموزش عالی کار در مرتبه استادیار به شمار می‌آید.,0,40,109,116
سراسر,مدیریت اکتشاف شرکت ملی نفت ایران از تدوین نقشه زمینشناسی و گسل‌های کف بستر در سراسر خلیج‌فارس خبر داد؛ نقشهای که میتواند موارد استفاده متعددی به ویژه در حوزه زمینشناسی دریایی داشته باشد.,0,40,78,82
فرد,این محبوبیت درحالی افزوده‌شده است که خیلی از افراد مشهور از جمله ساندار پیجای، جان مک آفی و چندین فرد تاثیرگذار دیگر در دنیای تکنولوژی در پرونده بین اپل و اف بی آی پشت تیم کوک درآمده‌اند.,0,20,98,100
حاکی,مدیرکل اقتصادی بانک مرکزی با بیان این‌که برای مقایسه صحیح عملکرد دولت‌ها در حوزه متغیرهای پولی باید ارقام همگن با پایه‌های یکسان مورد بررسی قرار گیرد، ادامه داد: مقایسه ارقام نشان می‌دهد که نه‌تنها نمی‌توان پذیرفت بانک مرکزی دچار بی انضباطی بوده و چاپ پول انجام داده است بلکه آمارهای رسمی حاکی از آن است که توانسته‌ایم در جهت انتزام بخشی به بازار پول و مهار بی‌رویه پایه پولی از متوسط رشد ۲۴ ٫ ۵ درصد در دولت نهم و دهم به ۱۶ ٫ ۴ درصد در دولت یازدهم برسیم.,0,20,289,292
رفع,بدیهی است ارائه اطلاعات فوق هم به ارزیابی درست وزرای پیشنهادی و رفع شائبه‌های احتمالی در مرحله کسب رای اعتماد کمک می‌کند و هم ان‌شاء‌الله در صورت کسب رای اعتماد هر یک از وزرای محترم، در انجام وظایف نظارتی مجلس در طول دوره خدمتگزاری وزرا مفید خواهد بود.,0,0,64,66
امیر,نماینده مردم قم در مجلس شورای اسلامی بیان کرد: با همه این شرایط رئیس‌جمهور نخواست سردار دهقان را بعنوان وزیر دفاع معرفی کند و امیر سرتیپ حاتمی معرفی شد و در این زمینه می‌توان گفت، صد شکر که این آمد و صد حیف که آن رفت.,0,0,126,129
آرزو,به گزارش پویش و به نقل از پایگاه اطلاع‌رسانی خط امام، وی در ابتدای این دیدار ضمن تبریک سال نو به خانواده موسوی و رهنورد، برای آنان سالی همراه با خیر و برکت و صبر و مقاومت آرزو کرد و اظهار امیدواری نمود تا زمینه‌های آزادی عزیزان در بند و حصر و زندان هرچه سریعتر با تلاش دلسوزان و علاقمندان به انقلاب و نظام و مردم فراهم آید.,0,40,171,174
متاسفانه,فرمانده سپاه که دیروز برای شرکت در مراسم گرامیداشت هفته عقیدتیسیاسی در سپاه به دانشگاه امام حسین ع رفته بود، طی سخنانی تاکید کرده: ما هم‌اکنون در مرحله سوم و چهارم انقلاب اسلامی که ساختن دولت اسلامی و ساختن جامعه اسلامی است، هستیم اما متاسفانه به‌کندی پیش می‌رویم.,0,20,235,242
لانه,پیش از این نیز سردار جعفری در نشست مسوولان بسیج دانشجویی دانشگاه‌های کشور که در مجتمع فرهنگی و دانشجویی ۱۳ آبان لانه جاسوسی سابق آمریکا برگزار شد، با بیان کرد: وجود برخی دیدگاه‌های اعتقادی، فرهنگی و سیاسی در بین برخی افراد اطراف رییس‌جمهور نگرانی‌هایی را برای دلسوزان انقلاب ایجاد کرده است، گفته بود، تلاش و مدیریت خوب رهبرانقلاب مانع از این شد که این مساله به اصلی‌ترین مساله کشور تبدیل شود؛ هرچند که این مساله در ذهن بسیاری از دوستداران ولایت می‌ماند و پاک نخواهد شد.,0,0,112,115
فرضیه,براساس این فرضیه انتظار می‌رود که ناوبری کلی این هدست از طریق پوشیدنی‌های سامسونگ امکان‌پذیر شود و برای نمونه کاربران بتوانند با چرخاندن حاشیه دستگاه، انتخاب‌های خود را انجام دهند و از طریق دکمه‌های فیزیکی روی ساعت نیز آنها را تایید کنند.,0,20,11,15
اندک,شدت ریزش بازار به خدی بود که برخی صف‌های خرید تا مرز صف فروش پیش رفت و علیرغم حمایت اندک از بازار ریزش بازار ادامه یافت به طوری که نماگر بازار با ثبت بیشترین ریزش در سال ۹۶ به راحتی سطح حمایت ۸۰ هزار واحدی را از پیش رو برداشت و به کانال ۷۹ هزار واحد سقوط کرد.,1,80,84,87
گران‌بها,به این ترتیب قیمت جهانی هر انس طلا با افت ۳ دلار و ۱۰ سنتی به ۱۲۹۲ دلار رسید با این وجود قیمت این فلز گران‌بها در بازارهای داخلی با افزایش قابل توجهی مواجه شد به طوری که هر گرم طلای ۱۸ عیار با رشد ۵۵۴ تومانی به ۱۱۵ هزار و ۷۶۸ تومان رسید.,1,60,102,109
ان‌شاءالله,۵۰۱۱۱۰  عنوان: عسگراولادی: ۱۶ وزیر پیشنهادی رای اعتماد مجلس را کسب می‌کنند  با همه گزینه‌ها موافقیم  متن: عضو حزب موتلفه با اشاره به وزرای پیشنهادی گفت: ما با همه آنها موافقیم ان‌شاءالله زودتر بیایند و پشت صندلی هایشان قرار بگیرند.,0,20,176,185
آرد,خلیلیان تأکید کرد: اما درباره گندم که شامل گندم معمولی برای آرد و نان و گندمی که در صنایع غذایی استفاده می‌شود، قیمت‌ها کمتر از آنچه که وزارت جهاد کشاورزی پیشنهاد داده بود، تعیین شد که این قیمت مورد تأیید ما هم نیست و بر اساس رایزنی انجام‌شده، امیدواریم این قیمت‌ها اصلاح شود.,1,60,60,62
اشتغالزایی,این گزارش می‌افزاید: در این مدت، تعداد ۱۲ هزار و ۲۴۸ نفر از سوی کمیته امداد حضرت امام خمینی ره، تعداد ۳ هزار و ۲۵۴ نفر از سوی سازمان بهزیستی و تعداد ۶ هزار و ۶۷۸ نفر از سوی اداره کل تعاون، کار و رفاه اجتماعی ضمن معرفی به شعب بانک صادرات در سراسر کشور از وام‌های قرض‌الحسنه اشتغالزایی و خود اشتغالی بهره‌مند شده‌اند.,0,20,273,282
طرفین,اینکه دلایل این اختلاف چیست و یا این‌که سهم هر یک از طرفین در این اختلاف‌ها چقدر است موضوع این نوشتار نیست.,0,20,53,57
واهی,دولت موظف است آنچه را که مجلس تصویب و شورای نگهبان تأیید می‌کند اجرا کرده و نمی‌تواند به بهانه‌های واهی از اجرای آن سرباز زند.,1,60,99,102
دادن,لذا هر گونه چانه‌زنی و اظهار نظر خارج از این مسیر جز هدر دادن وقت و توان ملت و کشور چیزی به همراه نخواهد داشت.,1,80,57,60
میز,در همین راستا و یک روز قبل از گزارش رویترز، روزنامه صهیونیستی معاریو هم به ناکامی در مواجهه با ایران و کارساز نبودن فشارها علیه کشورمان اذعان کرد و بنا بر اطلاعاتی که کسب نموده، این مطلب را به بیرون درز داد که گزینه حمله به تاسیسات هسته‌ای ایران منتفی است تا ثابت شود ادعای همه گزینه‌ها روی میز است!,0,20,291,293
درون,جالب اینجاست که آقای محمدرضا خاتمی دو روز پیش در مصاحبه با یکی از روزنامه‌های وابسته به مدعیان اصلاحات می‌گوید؛ تا آنجایی که من می‌دانم آقای خاتمی بر این باورند که من سید محمد خاتمی نقش خودم را در درون قدرت ایفا کرده‌ام، رئیس‌جمهور بوده‌ام، وزیر بوده‌ام، وکیل بوده‌ام و خدمتی اگر می‌توانستم انجام داده‌ام و الان صحنه فعالیت من، صحنه فعالیت درون قدرت نیست، بلکه درون اجتماع است.,1,80,197,200
نفسانی,این ماه که امروز در نهمین روز آن قرار داریم، ماه توبه به درگاه ربوبی و ماه مبارزه با خواهش‌های سرکش نفسانی است.,1,60,100,105
برکنار,از سوی دیگر محمد مرسی رئیس‌جمهور برکنار شده مصر که در محل نامعلومی در بازداشت ارتش است و برایش پرونده‌های جرم گشوده شده است، در اولین دیدار با اقوام و بستگانش، تاکید کرد رئیس‌جمهور قانونی است و از طرفدارانش خواست به اعتراض‌ها ادامه دهند و وعده داد به زودی باز خواهد گشت.,1,60,33,38
یاس,این یاس و سرخوردگی در حامیان بین‌المللی این گروه‌ها نیز مشهود است.,0,20,4,6
سوانح,امکانات گسترده و ویژه برخی از سال‌های فعالیت جنبه استثنایی پیدا می‌کند مانند درآمدهای حاصل از فروش نفت خام و فرآورده‌های نفتی و نمی‌تواند به تعمیم در نتیجه‌گیری کمک کند؛ متقابلا وجود یا بروز برخی محدودیت‌های غیر قابل پیش‌بینی مانند تحریم‌های بین‌المللی و سوانح غیر مترقبه و کلان، امکان مقایسه را با حالات عادی مخدوش می‌کند.,1,80,255,259
افتخارآفرین,البته اسثنائا برخی از دستاوردهای ویژه مستقلا و صرف‌نظر از هزینه‌های مترتب بر آنها افتخارآفرین و ارزشمند است؛ چنان استثناهایی بین خودشان و در مقایسه با فرآیندهای مشابهی که در دیگر کشورها طی کرده‌اند قابل ارزیابی اند.,0,0,82,92
التماس,بی‌جهت نبود که عمال ساواک، مدام به معظم له التماس می‌کردند در منبرهای خود به شخص اول مملکت و اسرائیل کاری نداشته باشند.,0,20,43,48
تباه,معتقدم: حزب و تشکیلات و نمایندگانی که نتوانند در امتداد حقوق تباه شده، و استیفای حقوق شهروندی آرتین این کورک بهایی کوچک گریبان چاک زنند، به آفتابه داری آبریزگاه‌های مسجد شاه اصفهان شایسته ترند.,0,0,61,64
دزدی,سه سال پیش دوست سابق او آیت‌الله سید محمد قائم مقامی در نامه‌ای سرگشاده به او هشدار می‌داد: با تأسف بسیار  با سپری شدن زمان تعقل و دینداری و تقوای شما مغلوب احساس و عاطفه‌ای شد که این بار نه تحت حاکمیت عقل و شریعت بلکه تحت سیطره نفسانیت و منیت و غرور است  شما  به نحوی کاملا عامیانه و جاهلانه به نقد نفس حکومت دینی و نقد نهاد روحانیت و سرانجام نقد و اعتراض به ولی‌فقیه زمان، تغییر جهت دادید در جریان این نقادی از انواع اهانت‌ها و اتهام‌ها نسبت به روحانیت به طورکلی و نسبت به برخی از علما و فقها و مراجع به طور مشخص و با اسم، دریغ نشد به گونه‌ای که در مورد مطایبه مشهوری پیرامون مرحوم آیت‌الله العظمی بروجردی با این مضمون که وقتی به اطلاع ایشان می‌رسانند که فلان شخص کارش دزدیست و معمولا نیمه‌های شب به دزدی می‌رود و آن مرحوم با تعجب پرسیده بوده است که پس این شخص نماز شبش را چه موقع می‌خواند، شما با عقلانیتی کاملا وارونه این مطایبه را علامت و دلیل بی خبری این طایفه از اوضاع اجتماعی قلمداد کرده و روحانیت را متهم به عقب‌ماندگی، بی خبری و قدرت‌طلبی نمودید.,0,40,671,674
تدریجی,تحلیل آمریکایی تثبیت آینده نفوذشان در ایران و به تحلیل بردن تدریجی نظام اسلامی و انقلابی بود و با این سفر می‌خواستند به موضع مطمئنی برسند.,0,0,60,65
خودسرانه,وانمود کردند که این هیأت بلند پایه آمریکایی خودسرانه و بدون اطلاع مقامات ایرانی به فرودگاه تهران و سپس هتل آمده‌اند و گذرنامه تقلبی داشته‌اند و حال آنکه در گزارش‌ها و مصاحبه‌های بعدی هاشمی و هیأت مربوط ایرانی با تمام تناقض هایی که در گفتارشان هست، به این موضوع اقرار دارند که حداقل از یک سال پیش ا زآن یعنی در سال ۱۳۶۴ این روابط برقرار بوده و ایرانی‌ها از خصوصیات سفر و حتی ساعت ورود آنها و اسامی واقعی افراد آمریکایی اسرائیلی مطلع بوده‌اند و  علم و اطلاع هیأت ایرانی به جعل گذرنامه و اقدام قضایی و جزایی نشدن مجرمین، گناه دیگر هیأت ایرانی است جرم جعل چند سال زندانی دارد.,0,20,44,51
فراموش,دولت آمریکا با زیرکی برای پنهان کردن اصل منظور از سفر به سرعت خودش موضوع کونتراها را مطرح کرد تا مهره‌های آینده سوخته نشوند و فقط موضوع یک تخلف از ناحیه کاخ سفید در برابر کنگره باشد و با مختصر مجازات سیاسی فراموش شود.,0,20,206,211
صمیمی,یعنی شخصی  در روابط خارجی دست به ریسک بزرگی برای ایجاد رابطه صمیمی و خودمانی با دشمن انقلاب زده بود که مسئول‌ترین مقام‌های جمهوری اسلامی ایران از آن مطلقا خبری نداشت و این اهمیت سری و محرمانه بودن آنرا می‌رساند و علت سری بودن آن هم معلوم بود.,0,0,61,65
شمس,در اوایل که قرار جانشینی آقای منتظری در میان بود حواشی هاشمی و افرادی در جماران طمع داشتند که به این وسیله به اهدافشان برسند و با نام منتظری و رهبری او نفوذ و جایگاه خود را حفظ کنند ولی پس از مدتی متوجه شدند که سیدمهدی هاشمی و باند بیت منتظری حصاری دور او کشیده‌اند و کسی را در آن مجموعه راه نخواهند داد، وضع برگشت و حمله به سیدمهدی هاشمی شروع شد و موضوع قتل و شهادت مرحوم شمس آبادی و نگهداری اسلحه قاچاق و مانند اینها را مطرح کردند و  رمز عبور: شما از چه زمانی وارد این مسأله شدید و زمانی که ۸ نماینده از آقای ولایتی سوال پرسیدند چه اطلاعاتی داشتند؟,1,80,373,375
افتضاح,من در آن شدت ناراحتی که از آن موضوع داشتم که در واقع افتضاح ایران بود نه آمریکا ولی آنرا وارونه جلوه دادند قهرا امضا کردم و به دام آنها افتادم.,1,60,53,58
مظلومیت,دلیل آنکه سؤالی را پس گرفتیم هم، نوعی احترام به اعتراض حضرت امام بود و هم نشان دادن مظلومیت این ۸ نفر که با وجود ابراز غیرت ملی و اسلامی و انجام وظیفه در قالب قانون اساسی و قوانین دیگر، توده مردم هم هر جا به ما می‌رسیدند در مساجد و نماز جمعه به ما دلداری می‌دادند و ابراز حمایت می‌کردند، هیچکس جز معدود حواشی هاشمی و  به ما ۸ نفر توهین نکرد و هدف آنها نه فقط ۸ نفر بلکه به جناح معروف به ۹۹ نفر مخالف موسوی بود و حتی کار به حمله به روزنامه رسالت و بازاریان رسید.,0,40,84,90
تکنولوژیک,تودوزی مجلل‌تر و اصلاح‌شده با تجهیزات و کابینی تکنولوژیک نیز برای این خودرو ارائه می‌شوند.,0,20,47,55
فریبا,ارزیابی چامسکی از مذاکره هسته‌ای صفحه اول ۱ فریبا پژوه: ۸۴ ساله است و همچنان می‌نویسد، نقد می‌کند و به پیش می‌رود و از مزایای نظامی بهره می‌برد که آن را بی‌رحمانه به زیر تیغ نقد می‌نشاند.,0,40,44,48
پیچ,بار‌ها افراد ضمن انحراف از مسیر اصلی خود، راه پر پیچ و خمی را برای نیل به موفقیت طی کرده‌اند.,1,60,49,51
مکاتب,الأحد ۶ أغسطس ۲۰۱۷  ۱۴:۵۳ بتوقیت غرینتش أعلن ما یسمی وزیر الاتصالات الإسرائیلی أیوب قرا، الیوم الأحد، أن کیانه المحتل ألغی اعتماد صحفیی قنا الجزیر القطری لدیه، ویعمل علی إغلاق مکاتب القنا.,0,0,176,180
توزیع,العالم  فلسطین وأضاف قرا: إستندنا فی قرارنا إلی قیام دول عربی سنی بإغلاق مکاتب الجزیر لدیها وحظر عملها، ونطالب شرکات توزیع البث بإلغاء بث قنا الجزیر.,0,20,117,121
عوارض,هر کدام از این مواد خواص ضدالتهابی قوی دارند و برعکس قرص‌های معمولی، از عوارض جانبی آن‌ها خبری نیست.,0,20,72,76
میگرن,می‌توانید از این دانه‌ها برای درمان مشکلات مجاری تنفسی مانند تب یونجه، حساسیت به گرد و غبار، آسم آلرژیک و همچنین برای بهبود مشکلاتی مانند صرع و میگرن استفاده کرد.,1,60,144,148
نوش,دم نوش این گیاه برای درمان روماتیسم و مجاری ادراری مفید است.,1,60,3,5
پودر,روش مصرف برای هر فنجان آب ۱ تا ۱ ٫ ۵ گرم پودر زردچوبه ریخته و به مدت ۱۰ دقیقه بجوشانید.,0,0,41,44
به‌کاربردن,اگر بخواهیم از همین حالا بنا را بر خط‌ونشان بگذاریم، امور پیش نخواهد رفت؛ ما به موضع مستقل روحانی ایمان داریم و در رای به کابینه نیز روی اصول تدوین‌شده و خط‌قرمزهای مجلس خواهیم ایستاد، به این دلیل به‌کاربردن چنین ادبیاتی چه درباره مجلس و چه درباره رییس دولت آینده را به صلاح توسعه کشور نمی‌دانم.,0,20,197,206
مکرر,۱۰۰ میلیون تومان پیشنهاد او بود و پس از سوالات مکرر در خصوص هدف وی از فروش بچه مشکلات مالی فراوان را دلیل اصلی این کار خود مطرح کرد.,0,20,47,50
شده‌است,تا پیش از این باور عمومی بر این بود که این کار در هند انجام شده‌است سپس مرغ اهلی راه خود را از هند به سوی ایران پیدا کرد.,0,20,60,66
گوشت,مرغو خروسهای رسمی یا محلی این گروه بیشتر برای گوشت و تخم‌مرغ پرورش داده می‌شود گاهی هم علایق خفیف افراد باعث می‌شود که به پرورش این گروه بپردازند.,0,0,46,49
حقایق,اگر جوانانی که قصد رفتن به این شبکه را دارند، فقط ده دقیقه با من بشینند و صحبت کنند، آنها را راهنمایی و حقایق را برایشان روشن می‌کنم.,0,20,104,108
مبارزات,مبارزه زنان عربستانی با قانون منع رانندگی شنبه ۲۸ خرداد ۱۳۹۰ ساعت ۰۱:۱۸ کد مطلب: ۳۱۷۴ زنان عربستانی در تلاشند با مبارزات خود قانون منع رانندگی زنان را در این کشور لغو کنند.,0,0,113,119
اعتراض‌آمیز,این گروه اعلام کرده است، زنانی که در این حرکت اعتراض‌آمیز شرکت می‌کنند در صورت متوقف شدن و مورد پرسش و پاسخ قرار گرفتن نباید مقامات را به چالش بکشند و در عین حال باید قانون پوشش کشور را رعایت کنند.,0,0,46,56
چهره,نمایش موارد بر اساس برچسب:   سیستم تشخیص چهره چگونه کار می‌کند؟,0,0,41,44
دلنشین,قصه محبوبیت و دیده شدن این آدم‌ها که به واسطه تصویر خوب، صدای دلنشین یا ساخت اثری که در زمانه‌ای برای مردم خوشایند می‌شود، خیلی پیچیده و عجیب نیست، اما حافظه تاریخی آدم‌ها نشان داده که پس از مدتی که همین بازیگرها را نبینند یا کمتر ببینند و همچنین با ظهور ستاره‌های تازه قبلی‌ها را کمتر به یاد می‌آورند.,0,0,62,67
میگنا,پایگاه خبری علمی، آموزشی و تحصیلات تکمیلی میگنا ۷ تیر ۱۳۹۶ ساعت ۱۰:۵۹ :   .,0,0,42,46
درس,۸ کار کردن در بیماری کار کردن زیاد یا درس خواندن در هنگام بیماری، ممکن است موجب کاهش کارآیی مغز و آسیب آن گردد.,0,40,38,40
غم‌انگیز,در کمال تأسف این رفتارها کرامت انسانی نوع بشر را هدف قرار داده و با خلق صحنه‌های غم‌انگیز به‌طور مداوم باعث اشک‌ریختن مردانی می‌شود که در زمین فوتبال شاید رقیبی برای خود نشناسند.,1,60,81,88
بشقاب,برای صبحانه یک عدد میوه معادل حدود ۱۰۰ تا ۱۵۰ گرم  برای وعده‌ی ناهار یک بشقاب سالاد سبزیجات معادل ۱۰۰ تا ۱۵۰ گرم به اضافه‌ی یک عدد میوه برای دسر معادل ۱۰۰ تا ۱۵۰ گرم  برای وعده‌ی شام سبزیجات پخته معادل ۲۰۰ تا ۲۵۰ گرم به اضافه‌ی یک عدد میوه معادل ۱۰۰ تا ۱۵۰ گرم.,0,0,72,76
هماهنگ,به گزارش واحد مرکز خبر، دوره ریاست گروه ۷۷ یک سال است و رئیس گروه فردی است که به عنوان سخنگوی گروه عمل کرده و اقدامات این گروه را در بخش‌های گوناگون هماهنگ می‌کند.,0,40,149,154
آپارتمان,همین امر نسبت قیمت آپارتمان نوساز و کلنگی را به نفع خانه‌های کلنگی تغییر می‌دهد اما خوشحالی مالکان خانه‌های کلنگی به دلیل رکود مسکن ادامه نیافت.,0,0,19,26
موضع‌گیری,این اتفاقات باعث شد تا علی کریمی در کانال شخصی اش واکنش تندی نشان دهد؛ نه‌تنها علیه بعضی هواداران استقلال بلکه علیه مدیرعامل سابق قرمزها هم موضع‌گیری کرد.,0,40,140,148
منتشره,برخلاف برخی اخبار منتشره در فضای مجازی مواردی چون تخریب سریالی یا تشکیل گروه و تشکیلات برای این اقدامات غیراخلاقی را به کلی تکذیب می‌کنم.,0,20,18,23
غلیان,به‌ویژه با توجه به روحیه او که مملو از جوشش و غلیان است و با ترکیبی از تاریخ و مسائل روز و صنعت نفت و درخت معروف خارک و حمله آمریکایی‌ها در فیلم، تصویر بسیار خوبی ایجاد کرده بود.,0,20,46,50
ماهیگیری,وی افزود: قایق کویتی که صیادان آن اهل کشور مصر بودند و مرز بین‌المللی را عبور کرده و وارد آب‌های ایران شده بود به صورت عمد مکان ماهیگیری خود را در نزدیکی مکان ماهیگیری صیادان بوشهری انتخاب می‌کند و مزاحمتی را برای آنها ایجاد می‌نماید.,0,40,128,135
پرآوازه,این در شرایطی است که تا پیش از تشدید تحریم‌ها، برخی از غول‌های خودروسازی جهان در ایران حضور داشتند، از جمله دو شرکت پرآوازه آلمانی یعنی دایملر و فولکس‌واگن.,0,0,116,122
همه‌ساله,سهم ۲۰ درصدی بخش تعاون از جابجایی مسافر بنا به اطلاعات ارائه‌شده در سالنامه‌های آماری که همه‌ساله توسط سازمان راهداری و حمل و نقل جاده‌ای کشور منتشر می‌شود، سهم تعاونی‌های حمل و نقل در سطح ملی براساس شاخص تن کیلومتر کالای حمل شده بین ۱۰ الی ۱۳ درصد است.,0,40,89,96
غیرعربی,همواره معتقدیم که این نظر ملت‌ها و اراده ملت‌ها است که در کشورهای چه عربی و چه غیرعربی باید تحکیم پیدا کند و جاری شود و این همان چیزی است که در عراق اتفاق افتاد.,1,80,79,85
معتادین,جامعه بهداشت و درمان اخبار آرشیوی وزیر بهداشت که به منظور بررسی مسائل و مشکلات و بازدید از پروژه‌های حوزه بهداشت و درمان به استان مرکزی سفر کرده است، یک مرکز نگهداری معتادین اجباری در این استان را افتتاح کرد به گزارش نسیم به نقل از پایگاه اطلاع‌رسانی وب‌دا، راه‌اندازی مرکز نگهداری معتادین اجباری با همکاری وزارت کشور صورت گرفته است.,0,40,166,172
مربیگری,آرزو داریم مربیان ایرانی در لیگ‌های انگلیس مربیگری کنند، اما این کار درست نبود.,0,0,43,49
روانشناختی,در واقع فقط میل و رغبت جنسی نیست که تحت تاثیر عوامل روانشناختی قرار می‌گیرد، مقدار خود هورمون تستوسترون نیز با احساسات تغییر می‌کند.,1,100,52,61
پارچه,تمام چیز‌هایی که برای انجام این کار نیاز خواهید داشت: یک پارچه از جنس میکرو فیبر و یا مشابه آن، نرم و بدون پرز آب مقطر و محلول‌های استاندارد تجاری مراحل پاک کردن صفحه نمایش: ۱  یک پارچه میکرو فیبر انتخاب کنید.,0,0,57,61
شکوهمند,داوران امسال از بین ۴۰ خودرو، آئودی  ۴ که سپتامبر امسال در فرانکفورت به نمایش در آمد،  سری ۷، جگوار ، مزدا  ۵، اوپل آسترا، اسکودا متفاوت و شکوهمند و ولوو  ۹۰ به عنوان هفت خودرویی انتخاب کردند که تولیدکنندگان آن درصدد کسب جایگاه فولکس‌واگن  که در سال ۲۰۱۵ به عنوان برترین خودروی سال انتخاب شد، هستند.,0,20,139,145
متقاعد,سال ۲۰۰۶   : دومین خوردوی این کمپانی که توانست با متقاعد کردن نظر داوران، جایگاه ویژه سال را بدست آورد؛ آنهم به خاطر طراحی جدید، اطمینان بالا و قابلیت مکانیکی مطلوب.,0,20,50,55
محافظ,در بدنه این خودرو طراحی سپر جلوی جدید و محافظ زیرین بدنه تعبیه‌شده است که در مدل‌های ۴  ۴ مخصوص آفرود نیز به کار می‌رود.,0,0,40,44
کامپوزیت,به طور مثال چند مورد آتش‌سوزی در ماه‌های اخیر در مشهد داشتیم که از مواد ترکیبی کامپوزیت استفاده‌شده بود.,0,0,79,86
ناگوار,شاید اولین بار باشد که یک گزارش ملی در مورد یک اتفاق ناگوار تهیه می‌شود که نتایج آن می‌تواند برای افزایش ایمنی جان انسانها و افزایش تاب آوری شهرهای بزرگ کشور موثر باشد.,0,0,53,58
خالی‌شدن,اگر شما نیز از مشکل سریع خالی‌شدن شارژ دستگاه خود در حالت  گله‌مند هستید، تنها کافی است وارد منوی استارت ویندوز شده و برروی اکانت خود، کلیک نمایید؛ هم‌چنین، می‌توانید عبارت    را جستجو کنید.,0,20,25,32
پردازنده,پس از اجراشدن این دستور، خط‌فرمان به شما خواهد گفت که آیا پردازنده دستگاه شما با تمام قدرت در حالت  کار می‌کند یا خیر.,1,80,58,65
چالوس,نماینده نوشهر و چالوس ادامه داد: وزارت بهداشت هنوز ۲۵۰۰ ‌میلیاردتومان بدهی در سال ۹۰ دارد.,0,0,16,20
انگشت,همچون ترکپدهای لمسی امکان انتخاب، کلیک و زوم کردن از طریق حرکات انگشت در این کیبوردها نیز امکانپذیر خواهد بود.,0,20,64,68
تحرک,در صورت پذیرش سمتی که به تحرک و صرف وقت کامل نیاز دارد به وجدان خویش خیانت کرده‌ام، زیرا من در شرایط جسمانی مناسبی برای پذیرش این امر قرار ندارم.,0,0,25,28
